l,w,h
46,15,19
46,15,20
46,15,21
46,15,22
46,15,23
46,15,24
46,15,25
46,15,26
46,15,27
46,16,12
46,16,13
46,16,14
46,16,15
46,16,16
46,16,17
46,16,18
46,16,19
46,16,20
46,16,21
46,16,22
46,16,23
46,16,24
46,16,25
46,16,26
46,16,27
46,17,12
46,17,13
46,17,14
46,17,15
46,17,16
46,17,17
46,17,18
46,17,19
46,17,20
46,17,21
46,17,22
46,17,23
46,17,24
46,17,25
46,17,26
46,17,27
46,18,12
46,18,13
46,18,14
46,18,15
46,18,16
46,18,17
46,18,18
46,18,19
46,18,20
46,18,21
46,18,22
46,18,23
46,18,24
46,18,25
46,18,26
46,18,27
46,19,12
46,19,13
46,19,14
46,19,15
46,19,16
46,19,17
46,19,18
46,19,19
46,19,20
46,19,21
46,19,22
46,19,23
46,19,24
46,19,25
46,19,26
46,19,27
46,20,12
46,20,13
46,20,14
46,20,15
46,20,16
46,20,17
46,20,18
46,20,19
46,20,20
46,20,21
46,20,22
46,20,23
46,20,24
46,20,25
46,20,26
46,20,27
46,21,12
46,21,13
46,21,14
46,21,15
46,21,16
46,21,17
46,21,18
46,21,19
46,21,20
46,21,21
46,21,22
46,21,23
46,21,24
46,21,25
46,21,26
46,21,27
46,22,12
46,22,13
46,22,14
46,22,15
46,22,16
46,22,17
46,22,18
46,22,19
46,22,20
46,22,21
46,22,22
46,22,23
46,22,24
46,22,25
46,22,26
46,22,27
47,10,12
47,10,13
47,10,14
47,10,15
47,10,16
47,10,17
47,10,18
47,10,19
47,10,20
47,10,21
47,10,22
47,10,23
47,10,24
47,10,25
47,10,26
47,10,27
47,11,12
47,11,13
47,11,14
47,11,15
47,11,16
47,11,17
47,11,18
47,11,19
47,11,20
47,11,21
47,11,22
47,11,23
47,11,24
47,11,25
47,11,26
47,11,27
47,12,12
47,12,13
47,12,14
47,12,15
47,12,16
47,12,17
47,12,18
47,12,19
47,12,20
47,12,21
47,12,22
47,12,23
47,12,24
47,12,25
47,12,26
47,12,27
47,13,12
47,13,13
47,13,14
47,13,15
47,13,16
47,13,17
47,13,18
47,13,19
47,13,20
47,13,21
47,13,22
47,13,23
47,13,24
47,13,25
47,13,26
47,13,27
47,14,12
47,14,13
47,14,14
47,14,15
47,14,16
47,14,17
47,14,18
47,14,19
47,14,20
47,14,21
47,14,22
47,14,23
47,14,24
47,14,25
47,14,26
47,14,27
47,15,12
47,15,13
47,15,14
47,15,15
47,15,16
47,15,17
47,15,18
47,15,19
47,15,20
47,15,21
47,15,22
47,15,23
47,15,24
47,15,25
47,15,26
47,15,27
47,16,12
47,16,13
47,16,14
47,16,15
47,16,16
47,16,17
47,16,18
47,16,19
47,16,20
47,16,21
47,16,22
47,16,23
47,16,24
47,16,25
47,16,26
47,16,27
47,17,12
47,17,13
47,17,14
47,17,15
47,17,16
47,17,17
47,17,18
47,17,19
47,17,20
47,17,21
47,17,22
47,17,23
47,17,24
47,17,25
47,17,26
47,17,27
47,18,12
47,18,13
47,18,14
47,18,15
47,18,16
47,18,17
47,18,18
47,18,19
47,18,20
47,18,21
47,18,22
47,18,23
47,18,24
47,18,25
47,18,26
47,18,27
47,19,12
47,19,13
47,19,14
47,19,15
47,19,16
47,19,17
47,19,18
47,19,19
47,19,20
47,19,21
47,19,22
47,19,23
47,19,24
47,19,25
47,19,26
47,19,27
47,20,12
47,20,13
47,20,14
47,20,15
47,20,16
47,20,17
47,20,18
47,20,19
47,20,20
47,20,21
47,20,22
47,20,23
47,20,24
47,20,25
47,20,26
47,20,27
47,21,12
47,21,13
47,21,14
47,21,15
47,21,16
47,21,17
47,21,18
47,21,19
47,21,20
47,21,21
47,21,22
47,21,23
47,21,24
47,21,25
47,21,26
47,21,27
47,22,12
47,22,13
47,22,14
47,22,15
47,22,16
47,22,17
47,22,18
47,22,19
47,22,20
47,22,21
47,22,22
47,22,23
47,22,24
47,22,25
47,22,26
47,22,27
48,10,12
48,10,13
48,10,14
48,10,15
48,10,16
48,10,17
48,10,18
48,10,19
48,10,20
48,10,21
48,10,22
48,10,23
48,10,24
48,10,25
48,10,26
48,10,27
48,11,12
48,11,13
48,11,14
48,11,15
48,11,16
48,11,17
48,11,18
48,11,19
48,11,20
48,11,21
48,11,22
48,11,23
48,11,24
48,11,25
48,11,26
48,11,27
48,12,12
48,12,13
48,12,14
48,12,15
48,12,16
48,12,17
48,12,18
48,12,19
48,12,20
48,12,21
48,12,22
48,12,23
48,12,24
48,12,25
48,12,26
48,12,27
48,13,12
48,13,13
48,13,14
48,13,15
48,13,16
48,13,17
48,13,18
48,13,19
48,13,20
48,13,21
48,13,22
48,13,23
48,13,24
48,13,25
48,13,26
48,13,27
48,14,12
48,14,13
48,14,14
48,14,15
48,14,16
48,14,17
48,14,18
48,14,19
48,14,20
48,14,21
48,14,22
48,14,23
48,14,24
48,14,25
48,14,26
48,14,27
48,15,12
48,15,13
48,15,14
48,15,15
48,15,16
48,15,17
48,15,18
48,15,19
48,15,20
48,15,21
48,15,22
48,15,23
48,15,24
48,15,25
48,15,26
48,15,27
48,16,12
48,16,13
48,16,14
48,16,15
48,16,16
48,16,17
48,16,18
48,16,19
48,16,20
48,16,21
48,16,22
48,16,23
48,16,24
48,16,25
48,16,26
48,16,27
48,17,12
48,17,13
48,17,14
48,17,15
48,17,16
48,17,17
48,17,18
48,17,19
48,17,20
48,17,21
48,17,22
48,17,23
48,17,24
48,17,25
48,17,26
48,17,27
48,18,12
48,18,13
48,18,14
48,18,15
48,18,16
48,18,17
48,18,18
48,18,19
48,18,20
48,18,21
48,18,22
48,18,23
48,18,24
48,18,25
48,18,26
48,18,27
48,19,12
48,19,13
48,19,14
48,19,15
48,19,16
48,19,17
48,19,18
48,19,19
48,19,20
48,19,21
48,19,22
48,19,23
48,19,24
48,19,25
48,19,26
48,19,27
48,20,12
48,20,13
48,20,14
48,20,15
48,20,16
48,20,17
48,20,18
48,20,19
48,20,20
48,20,21
48,20,22
48,20,23
48,20,24
48,20,25
48,20,26
48,20,27
48,21,12
48,21,13
48,21,14
48,21,15
48,21,16
48,21,17
48,21,18
48,21,19
48,21,20
48,21,21
48,21,22
48,21,23
48,21,24
48,21,25
48,21,26
48,21,27
48,22,12
48,22,13
48,22,14
48,22,15
48,22,16
48,22,17
48,22,18
48,22,19
48,22,20
48,22,21
48,22,22
48,22,23
48,22,24
48,22,25
48,22,26
48,22,27
49,10,12
49,10,13
49,10,14
49,10,15
49,10,16
49,10,17
49,10,18
49,10,19
49,10,20
49,10,21
49,10,22
49,10,23
49,10,24
49,10,25
49,10,26
49,10,27
49,11,12
49,11,13
49,11,14
49,11,15
49,11,16
49,11,17
49,11,18
49,11,19
49,11,20
49,11,21
49,11,22
49,11,23
49,11,24
49,11,25
49,11,26
49,11,27
49,12,12
49,12,13
49,12,14
49,12,15
49,12,16
49,12,17
49,12,18
49,12,19
49,12,20
49,12,21
49,12,22
49,12,23
49,12,24
49,12,25
49,12,26
49,12,27
49,13,12
49,13,13
49,13,14
49,13,15
49,13,16
49,13,17
49,13,18
49,13,19
49,13,20
49,13,21
49,13,22
49,13,23
49,13,24
49,13,25
49,13,26
49,13,27
49,14,12
49,14,13
49,14,14
49,14,15
49,14,16
49,14,17
49,14,18
49,14,19
49,14,20
49,14,21
49,14,22
49,14,23
49,14,24
49,14,25
49,14,26
49,14,27
49,15,12
49,15,13
49,15,14
49,15,15
49,15,16
49,15,17
49,15,18
49,15,19
49,15,20
49,15,21
49,15,22
49,15,23
49,15,24
49,15,25
49,15,26
49,15,27
49,16,12
49,16,13
49,16,14
49,16,15
49,16,16
49,16,17
49,16,18
49,16,19
49,16,20
49,16,21
49,16,22
49,16,23
49,16,24
49,16,25
49,16,26
49,16,27
49,17,12
49,17,13
49,17,14
49,17,15
49,17,16
49,17,17
49,17,18
49,17,19
49,17,20
49,17,21
49,17,22
49,17,23
49,17,24
49,17,25
49,17,26
49,17,27
49,18,12
49,18,13
49,18,14
49,18,15
49,18,16
49,18,17
49,18,18
49,18,19
49,18,20
49,18,21
49,18,22
49,18,23
49,18,24
49,18,25
49,18,26
49,18,27
49,19,12
49,19,13
49,19,14
49,19,15
49,19,16
49,19,17
49,19,18
49,19,19
49,19,20
49,19,21
49,19,22
49,19,23
49,19,24
49,19,25
49,19,26
49,19,27
49,20,12
49,20,13
49,20,14
49,20,15
49,20,16
49,20,17
49,20,18
49,20,19
49,20,20
49,20,21
49,20,22
49,20,23
49,20,24
49,20,25
49,20,26
49,20,27
49,21,12
49,21,13
49,21,14
49,21,15
49,21,16
49,21,17
49,21,18
49,21,19
49,21,20
49,21,21
49,21,22
49,21,23
49,21,24
49,21,25
49,21,26
49,21,27
49,22,12
49,22,13
49,22,14
49,22,15
49,22,16
49,22,17
49,22,18
49,22,19
49,22,20
49,22,21
49,22,22
49,22,23
49,22,24
49,22,25
49,22,26
49,22,27
50,10,12
50,10,13
50,10,14
50,10,15
50,10,16
50,10,17
50,10,18
50,10,19
50,10,20
50,10,21
50,10,22
50,10,23
50,10,24
50,10,25
50,10,26
50,10,27
50,11,12
50,11,13
50,11,14
50,11,15
50,11,16
50,11,17
50,11,18
50,11,19
50,11,20
50,11,21
50,11,22
50,11,23
50,11,24
50,11,25
50,11,26
50,11,27
50,12,12
50,12,13
50,12,14
50,12,15
50,12,16
50,12,17
50,12,18
50,12,19
50,12,20
50,12,21
50,12,22
50,12,23
50,12,24
50,12,25
50,12,26
50,12,27
50,13,12
50,13,13
50,13,14
50,13,15
50,13,16
50,13,17
50,13,18
50,13,19
50,13,20
50,13,21
50,13,22
50,13,23
50,13,24
50,13,25
50,13,26
50,13,27
50,14,12
50,14,13
50,14,14
50,14,15
50,14,16
50,14,17
50,14,18
50,14,19
50,14,20
50,14,21
50,14,22
50,14,23
50,14,24
50,14,25
50,14,26
50,14,27
50,15,12
50,15,13
50,15,14
50,15,15
50,15,16
50,15,17
50,15,18
50,15,19
50,15,20
50,15,21
50,15,22
50,15,23
50,15,24
50,15,25
50,15,26
50,15,27
50,16,12
50,16,13
50,16,14
50,16,15
50,16,16
50,16,17
50,16,18
50,16,19
50,16,20
50,16,21
50,16,22
50,16,23
50,16,24
50,16,25
50,16,26
50,16,27
50,17,12
50,17,13
50,17,14
50,17,15
50,17,16
50,17,17
50,17,18
50,17,19
50,17,20
50,17,21
50,17,22
50,17,23
50,17,24
50,17,25
50,17,26
50,17,27
50,18,12
50,18,13
50,18,14
50,18,15
50,18,16
50,18,17
50,18,18
50,18,19
50,18,20
50,18,21
50,18,22
50,18,23
50,18,24
50,18,25
50,18,26
50,18,27
50,19,12
50,19,13
50,19,14
50,19,15
50,19,16
50,19,17
50,19,18
50,19,19
50,19,20
50,19,21
50,19,22
50,19,23
50,19,24
50,19,25
50,19,26
50,19,27
50,20,12
50,20,13
50,20,14
50,20,15
50,20,16
50,20,17
50,20,18
50,20,19
50,20,20
50,20,21
50,20,22
50,20,23
50,20,24
50,20,25
50,20,26
50,20,27
50,21,12
50,21,13
50,21,14
50,21,15
50,21,16
50,21,17
50,21,18
50,21,19
50,21,20
50,21,21
50,21,22
50,21,23
50,21,24
50,21,25
50,21,26
50,21,27
50,22,12
50,22,13
50,22,14
50,22,15
50,22,16
50,22,17
50,22,18
50,22,19
50,22,20
50,22,21
50,22,22
50,22,23
50,22,24
50,22,25
50,22,26
50,22,27
51,10,12
51,10,13
51,10,14
51,10,15
51,10,16
51,10,17
51,10,18
51,10,19
51,10,20
51,10,21
51,10,22
51,10,23
51,10,24
51,10,25
51,10,26
51,10,27
51,11,12
51,11,13
51,11,14
51,11,15
51,11,16
51,11,17
51,11,18
51,11,19
51,11,20
51,11,21
51,11,22
51,11,23
51,11,24
51,11,25
51,11,26
51,11,27
51,12,12
51,12,13
51,12,14
51,12,15
51,12,16
51,12,17
51,12,18
51,12,19
51,12,20
51,12,21
51,12,22
51,12,23
51,12,24
51,12,25
51,12,26
51,12,27
51,13,12
51,13,13
51,13,14
51,13,15
51,13,16
51,13,17
51,13,18
51,13,19
51,13,20
51,13,21
51,13,22
51,13,23
51,13,24
51,13,25
51,13,26
51,13,27
51,14,12
51,14,13
51,14,14
51,14,15
51,14,16
51,14,17
51,14,18
51,14,19
51,14,20
51,14,21
51,14,22
51,14,23
51,14,24
51,14,25
51,14,26
51,14,27
51,15,12
51,15,13
51,15,14
51,15,15
51,15,16
51,15,17
51,15,18
51,15,19
51,15,20
51,15,21
51,15,22
51,15,23
51,15,24
51,15,25
51,15,26
51,15,27
51,16,12
51,16,13
51,16,14
51,16,15
51,16,16
51,16,17
51,16,18
51,16,19
51,16,20
51,16,21
51,16,22
51,16,23
51,16,24
51,16,25
51,16,26
51,16,27
51,17,12
51,17,13
51,17,14
51,17,15
51,17,16
51,17,17
51,17,18
51,17,19
51,17,20
51,17,21
51,17,22
51,17,23
51,17,24
51,17,25
51,17,26
51,17,27
51,18,12
51,18,13
51,18,14
51,18,15
51,18,16
51,18,17
51,18,18
51,18,19
51,18,20
51,18,21
51,18,22
51,18,23
51,18,24
51,18,25
51,18,26
51,18,27
51,19,12
51,19,13
51,19,14
51,19,15
51,19,16
51,19,17
51,19,18
51,19,19
51,19,20
51,19,21
51,19,22
51,19,23
51,19,24
51,19,25
51,19,26
51,19,27
51,20,12
51,20,13
51,20,14
51,20,15
51,20,16
51,20,17
51,20,18
51,20,19
51,20,20
51,20,21
51,20,22
51,20,23
51,20,24
51,20,25
51,20,26
51,20,27
51,21,12
51,21,13
51,21,14
51,21,15
51,21,16
51,21,17
51,21,18
51,21,19
51,21,20
51,21,21
51,21,22
51,21,23
51,21,24
51,21,25
51,21,26
51,21,27
51,22,12
51,22,13
51,22,14
51,22,15
51,22,16
51,22,17
51,22,18
51,22,19
51,22,20
51,22,21
51,22,22
51,22,23
51,22,24
51,22,25
51,22,26
51,22,27
52,10,12
52,10,13
52,10,14
52,10,15
52,10,16
52,10,17
52,10,18
52,10,19
52,10,20
52,10,21
52,10,22
52,10,23
52,10,24
52,10,25
52,10,26
52,10,27
52,11,12
52,11,13
52,11,14
52,11,15
52,11,16
52,11,17
52,11,18
52,11,19
52,11,20
52,11,21
52,11,22
52,11,23
52,11,24
52,11,25
52,11,26
52,11,27
52,12,12
52,12,13
52,12,14
52,12,15
52,12,16
52,12,17
52,12,18
52,12,19
52,12,20
52,12,21
52,12,22
52,12,23
52,12,24
52,12,25
52,12,26
52,12,27
52,13,12
52,13,13
52,13,14
52,13,15
52,13,16
52,13,17
52,13,18
52,13,19
52,13,20
52,13,21
52,13,22
52,13,23
52,13,24
52,13,25
52,13,26
52,13,27
52,14,12
52,14,13
52,14,14
52,14,15
52,14,16
52,14,17
52,14,18
52,14,19
52,14,20
52,14,21
52,14,22
52,14,23
52,14,24
52,14,25
52,14,26
52,14,27
52,15,12
52,15,13
52,15,14
52,15,15
52,15,16
52,15,17
52,15,18
52,15,19
52,15,20
52,15,21
52,15,22
52,15,23
52,15,24
52,15,25
52,15,26
52,15,27
52,16,12
52,16,13
52,16,14
52,16,15
52,16,16
52,16,17
52,16,18
52,16,19
52,16,20
52,16,21
52,16,22
52,16,23
52,16,24
52,16,25
52,16,26
52,16,27
52,17,12
52,17,13
52,17,14
52,17,15
52,17,16
52,17,17
52,17,18
52,17,19
52,17,20
52,17,21
52,17,22
52,17,23
52,17,24
52,17,25
52,17,26
52,17,27
52,18,12
52,18,13
52,18,14
52,18,15
52,18,16
52,18,17
52,18,18
52,18,19
52,18,20
52,18,21
52,18,22
52,18,23
52,18,24
52,18,25
52,18,26
52,18,27
52,19,12
52,19,13
52,19,14
52,19,15
52,19,16
52,19,17
52,19,18
52,19,19
52,19,20
52,19,21
52,19,22
52,19,23
52,19,24
52,19,25
52,19,26
52,19,27
52,20,12
52,20,13
52,20,14
52,20,15
52,20,16
52,20,17
52,20,18
52,20,19
52,20,20
52,20,21
52,20,22
52,20,23
52,20,24
52,20,25
52,20,26
52,20,27
52,21,12
52,21,13
52,21,14
52,21,15
52,21,16
52,21,17
52,21,18
52,21,19
52,21,20
52,21,21
52,21,22
52,21,23
52,21,24
52,21,25
52,21,26
52,21,27
52,22,12
52,22,13
52,22,14
52,22,15
52,22,16
52,22,17
52,22,18
52,22,19
52,22,20
52,22,21
52,22,22
52,22,23
52,22,24
52,22,25
52,22,26
52,22,27
53,10,12
53,10,13
53,10,14
53,10,15
53,10,16
53,10,17
53,10,18
53,10,19
53,10,20
53,10,21
53,10,22
53,10,23
53,10,24
53,10,25
53,10,26
53,10,27
53,11,12
53,11,13
53,11,14
53,11,15
53,11,16
53,11,17
53,11,18
53,11,19
53,11,20
53,11,21
53,11,22
53,11,23
53,11,24
53,11,25
53,11,26
53,11,27
53,12,12
53,12,13
53,12,14
53,12,15
53,12,16
53,12,17
53,12,18
53,12,19
53,12,20
53,12,21
53,12,22
53,12,23
53,12,24
53,12,25
53,12,26
53,12,27
53,13,12
53,13,13
53,13,14
53,13,15
53,13,16
53,13,17
53,13,18
53,13,19
53,13,20
53,13,21
53,13,22
53,13,23
53,13,24
53,13,25
53,13,26
53,13,27
53,14,12
53,14,13
53,14,14
53,14,15
53,14,16
53,14,17
53,14,18
53,14,19
53,14,20
53,14,21
53,14,22
53,14,23
53,14,24
53,14,25
53,14,26
53,14,27
53,15,12
53,15,13
53,15,14
53,15,15
53,15,16
53,15,17
53,15,18
53,15,19
53,15,20
53,15,21
53,15,22
53,15,23
53,15,24
53,15,25
53,15,26
53,15,27
53,16,12
53,16,13
53,16,14
53,16,15
53,16,16
53,16,17
53,16,18
53,16,19
53,16,20
53,16,21
53,16,22
53,16,23
53,16,24
53,16,25
53,16,26
53,16,27
53,17,12
53,17,13
53,17,14
53,17,15
53,17,16
53,17,17
53,17,18
53,17,19
53,17,20
53,17,21
53,17,22
53,17,23
53,17,24
53,17,25
53,17,26
53,17,27
53,18,12
53,18,13
53,18,14
53,18,15
53,18,16
53,18,17
53,18,18
53,18,19
53,18,20
53,18,21
53,18,22
53,18,23
53,18,24
53,18,25
53,18,26
53,18,27
53,19,12
53,19,13
53,19,14
53,19,15
53,19,16
53,19,17
53,19,18
53,19,19
53,19,20
53,19,21
53,19,22
53,19,23
53,19,24
53,19,25
53,19,26
53,19,27
53,20,12
53,20,13
53,20,14
53,20,15
53,20,16
53,20,17
53,20,18
53,20,19
53,20,20
53,20,21
53,20,22
53,20,23
53,20,24
53,20,25
53,20,26
53,20,27
53,21,12
53,21,13
53,21,14
53,21,15
53,21,16
53,21,17
53,21,18
53,21,19
53,21,20
53,21,21
53,21,22
53,21,23
53,21,24
53,21,25
53,21,26
53,21,27
53,22,12
53,22,13
53,22,14
53,22,15
53,22,16
53,22,17
53,22,18
53,22,19
53,22,20
53,22,21
53,22,22
53,22,23
53,22,24
53,22,25
53,22,26
53,22,27
54,10,12
54,10,13
54,10,14
54,10,15
54,10,16
54,10,17
54,10,18
54,10,19
54,10,20
54,10,21
54,10,22
54,10,23
54,10,24
54,10,25
54,10,26
54,10,27
54,11,12
54,11,13
54,11,14
54,11,15
54,11,16
54,11,17
54,11,18
54,11,19
54,11,20
54,11,21
54,11,22
54,11,23
54,11,24
54,11,25
54,11,26
54,11,27
54,12,12
54,12,13
54,12,14
54,12,15
54,12,16
54,12,17
54,12,18
54,12,19
54,12,20
54,12,21
54,12,22
54,12,23
54,12,24
54,12,25
54,12,26
54,12,27
54,13,12
54,13,13
54,13,14
54,13,15
54,13,16
54,13,17
54,13,18
54,13,19
54,13,20
54,13,21
54,13,22
54,13,23
54,13,24
54,13,25
54,13,26
54,13,27
54,14,12
54,14,13
54,14,14
54,14,15
54,14,16
54,14,17
54,14,18
54,14,19
54,14,20
54,14,21
54,14,22
54,14,23
54,14,24
54,14,25
54,14,26
54,14,27
54,15,12
54,15,13
54,15,14
54,15,15
54,15,16
54,15,17
54,15,18
54,15,19
54,15,20
54,15,21
54,15,22
54,15,23
54,15,24
54,15,25
54,15,26
54,15,27
54,16,12
54,16,13
54,16,14
54,16,15
54,16,16
54,16,17
54,16,18
54,16,19
54,16,20
54,16,21
54,16,22
54,16,23
54,16,24
54,16,25
54,16,26
54,16,27
54,17,12
54,17,13
54,17,14
54,17,15
54,17,16
54,17,17
54,17,18
54,17,19
54,17,20
54,17,21
54,17,22
54,17,23
54,17,24
54,17,25
54,17,26
54,17,27
54,18,12
54,18,13
54,18,14
54,18,15
54,18,16
54,18,17
54,18,18
54,18,19
54,18,20
54,18,21
54,18,22
54,18,23
54,18,24
54,18,25
54,18,26
54,18,27
54,19,12
54,19,13
54,19,14
54,19,15
54,19,16
54,19,17
54,19,18
54,19,19
54,19,20
54,19,21
54,19,22
54,19,23
54,19,24
54,19,25
54,19,26
54,19,27
54,20,12
54,20,13
54,20,14
54,20,15
54,20,16
54,20,17
54,20,18
54,20,19
54,20,20
54,20,21
54,20,22
54,20,23
54,20,24
54,20,25
54,20,26
54,20,27
54,21,12
54,21,13
54,21,14
54,21,15
54,21,16
54,21,17
54,21,18
54,21,19
54,21,20
54,21,21
54,21,22
54,21,23
54,21,24
54,21,25
54,21,26
54,21,27
54,22,12
54,22,13
54,22,14
54,22,15
54,22,16
54,22,17
54,22,18
54,22,19
54,22,20
54,22,21
54,22,22
54,22,23
54,22,24
54,22,25
54,22,26
54,22,27
